Comment,Class
ㄴ이 병신은 경찰이 뭔 찌라시들인줄 아노ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ아무리 짭새라그래도 엄연히 국가공인 수사기관이라 신뢰도는 일반 찌라시들 이랑은 비교불가인데,1
잘가라 입놀리던 야붕이 병신새끼들아ㅋㅋ,1
마초마초맨~~,0
ㄹㅇ ㅋㅋ야붕이면 야붕이답게 남들 웃을때 조금 같이 웃고 그 외엔 입쳐닫고 있을것이지ㅋㅋ주제넘게 깝치다가 꼴좋노ㅋㅋ,1
응 뻑가는 드리프트한지 한참이야 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
뻑가 신상잡히나요???,0
지쥬레겐 성니뮤ㅠ 전 믿고있었읍니다..,0
마약 하든말든 알빠 아니고 앨범이나 내라고 시발 올해초에 앨범 준비하고 다양한 활동으로 찾아뵙는다고 하고선 시발 올해 2개월 남았다,1
ㅇ우와.. 케이;팝듣는애들이진자있구나,0
앨베미나 네라거띠발~ ㅋㅋㅋㅋㅋㅋㅋㅋ 븅신,1
ㅋㅋ왠 뻑가? gd영상 나왔을때 뻑가 몸 사린다고 ㅈㄴ 욕하든데 ㅋㅋ  - dc App,0
알빠노,0
그놈의 고소협박 ㅉㅉ,1
뻑가 노잼 여성혐오 유튜버라 안봄,1
뻑가 끊으니까 여자들과 사이 존나 좋아졌다,1
응 오늘 뻑가 100만뷰,0
응 남페미ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
(여성시대에 접속하며),0
대마초 안했었나? 국민이 무슨죄냐 ㅋㅋ 합리적 의심이지,0
나만 아니면 돼에에에에에ㅔㅔ~~~~~불구경 꿀쥄꿀쥄 형냐들 부랄 떨리긔?견찰조사 잘 받으라노 야 기부니가 조타아!!! 서웩!!!  - dc App,1
응 나만 아니면돼,0
뭐래 대마쟁이가,1
ㅂㅂ,0
역시 야빨망 야까흥 펨빨망 펨까흥은 과학이노ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ뻑가 어제올린영상 귀신같이 조회수 110만 돌파ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
아니 경찰한테 민사소송을 내라고 암튼 비호감이야 이것도 고소하시게?,0
지드래곤 남들이 머라건,0
병신새끼들 지들도 짜바리들 말만믿고 약빤거 확신하면서 욕해놓고 지금은 태세전환 하면서 뻑가탓만 하는거 존나 역겨워서 구역질나노ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ여기가 축리웹이노 씹ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
야갤에 분명존나많았는데 지들은안그런척 개역겹네ㅋㅋㅋㅋㅋㅋ니들이나 축리웹이나 똑같아 븅신새끼들아ㅋㅋㅋㅋ  - dc App,1
남돌은 건드리는거 아니다 빠순이들이  소리없이 pdf따서 갖다바치니까,0
여기 뻑가드립치는애들 좌좀 페미들이노 ㅋㅋ 그리고 지디 한테 잡힐일도없다 그런짓을한적이없으니 ㅋㅋ 좌좀 페미년들 얼마나 쳐맞았으면 울부짖노 ㅋㅋ,1
ㄹㅇㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
제발 야갤 병신들 단체 ㅁㅈㅎ 가즈아~ ㅋㅋㅋㅋ 불구경 개꿀~,1
연예인들 존나 부럽네. 저러면서 돈 버는 거 아니야. 일은 변호사가 다 하고,1
애초부터 마약과의 전쟁 거리면서 연예인들 걸고 넘어지는게 정치공세에 불과하다는걸 깨달은 놈들이 정상지능이노 ㅋㅋㅋ,0
뻑가 << 유튜브인데 어떻게 고소함?,0
뻑가는 문재앙지지자들도 알아내려했는데 실패했음 ㅋㅋ메타버스 3D 아이콘으로 안녕하세요뻑가님 이러면서 50대 보배드림감성으로 뻑가저격하던애도 결국 전부실패함 ㅋㅋㅋ,0
요새는 뭐 다 고소한다고 으름장부터 놓네나는 예쁘고 착한 사람이 좋다,0
나만 아니면 돼애애앵애,0
ㅋㅋㅋ 누가 악플달고 다니랬나,0
뻑가 좀 잡았으면,0
뿩가 늇수,1
뻑가 이미 음성뜰때 다지워서 회피함 ㅆㅅㅌㅊ ㅋㅋ  - dc App,1
중립좀 지켜라ㅋㅋㅋㅋ 조사끝나고 해도 안늦는데 ㅉㅉ 이대남 세치손가락이 파멸로 이끄네 병신들ㅋㅋㅋ 고소 잘가고~  - dc App,1
걍 스웩이었노ㅋㅋㅋ,0
pdf땀 우편으로 등기 올림,0
야붕이새끼들 이제와서 지들은 안그런척 하면서 뻑가탓만 하는거 존나웃기노ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ축리웹을 욕하지만 누구보다 축리웹과 닮은 메뚜기 새치손가락 잉여앰생들ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
국내 선처못받는 갤러리ㅋㅋㅋㅋ,0
월드스타 정재용! 난 용서해다오!!,0
죄송합니다,0
걍 시발 제대로 처먹는데 뭔,1
이거 보고 진라면 사러감,0
라면만 먹고 살면 살 급속도로 불어나고 건강 씹창나는거 느낄 수 있음.보니까 중간중간 각종 채소 잘 만 먹고 있구만 라면이 주가 절대 아닌데?  - dc App,1
아님 살이 오히려 빠짐 라면만 먹고 살면 진짜 살이 오히려 빠져 라면 칼로리가 얼마 안 돼 밥 말아 먹어도 얼마 안돼,0
체지방은 다르겠지만 살은 빠짐 해봐서 안다,0
건강 씹창 안남 그냥 소화기관 차이임 짜고 자극적이니깐 문제인 거지 라면에있는 영양소는 낫배드임,1
라면이 뭔줄모르나 ??  - dc App,0
주식 뜻 모르노? 누가 라면만 먹었다고 함?,0
저따구면 니는 코딱지가 주식이겟노 ^^ 많이묵으라  - dc App,0
어제 볼카노프스키가 진라면 처먹는다고 올라오지 않았냐...? 바이럴 존나 돌리네,1
마그네슘 <- 이건 꼭 챙겨 먹어라 비타민이 필수가 아니고 마그네슘이 필수임,0
마그네슘 시켜서 1달먹었는데 편두통 ㅈㄴ 심해져서 끊었더니 정상으로돌아옴,0
눈 주변이나 피부 떨릴때만 먹어도 ㄱㅊ,0
ㅆㅇㅈ 원인모를 두통이 있다? 마그네슘 부족이 원인임,0
걍 종합비타민제 하루 한 알씩 먹어 다른 영양제 다 필요 없음,0
씨맥인줄알았노 ㅋㅋㅋ,0
인스턴트라면=국내 대기업 박사들이 머리굴려서 개발한거임ㅋㅋㅋㅋ,0
이걸 지금 올리는 의도가..? 의심되네..,0
진라면 바이럴,0
휴~ 다행이다 ㅋ,0
ㅇㅇ 그래서 사람은 배워야 한다는거임. 무식하니까 저런 씹구라에 선동당하고 돈만 버리고 -,1
포애앵 얘도 바이럴마케팅 일원이냐??  - dc App,0
영양제에 대해서는 하나만 보면 된다. 영양제가 좋다는 사람들의 의견에 반대되는 논문이나  전문가의 의견 하나라도 있으면 걸러야되는거임.비타민D도 마찬가지고 ㅋㅋ나는 햇빛 지금 3년째 안 보고 있는데도 멀쩡함,0
오히려 피부도 존나 뽀얗고 애기피부됨,1
비타민D는 먹어야된다. 비타민D는 햇빛에서만 나오는건데 이거 섭취 안하면 잠 존나 안오기시작함. 결핍상태까지 오면 불면증 시작된다. 햇빛은 피부에게 적이기 때문에 안쬐는게 최고고 비타민 D는 영양제로 먹어줘야됨.,1
ㄴ 그거 비타민D가 필름 있는 창문이면 피부는 지키면서 비타민D는 채울 수 있다는데 내가 집안일하는 동안 주간에 햇빛 좀 보는게 도움이됐나 밖에나갈때도 밤에만 나가고 주간에는 3년동안 낮에 나간적이 거의없음 겨우3년이라그런가 피부는 존나좋아졌는데 몸건강상태는 괜찮음,1
비타민d는 모르겟고 원래 햇빛안쐬면 피부좋아짐 군대나와봣으면알겟지만 행보관이나 중사들 와꾸 존나늙어보이는이유가 햇빛많이쐬서 그런거,1
아직 젊고 병으로 바로 나타나는게 아니니까. 장기간에 걸쳐 쌓이는 것이지 비타민d 의 기능중 하나인 칼슘 흡수 같은것도 당장 칼슘 흡수 적다고 뼈가 부러지거나... 결석이 생기는 것은 아니잖아  당장 안아프니 필요 없는게 아니라 아직 병으로 나타날 상황이 아닌것 뿐이지 없어도 되는 영양소는 없다,0
걍 35살 이전엔 주야2교대를 뛰어도 라면만먹어도 하루 3시간만자도 운동조까 하나도안해도 몸 이상없다모든건 35~40 이후에 하나씩 생긴다후회하지마라,0
아냐 별 차이없어 40이후에는 걍 다 아파 원래,0
라면만 세끼 먹을수는 없거든 절대 하루 한 끼는 라면으로만 먹고 살아도 문제없음 다른 거 다 먹거든. 그냥 저렇게 안살고 주 3회 술마시고 치킨먹고 사는 게 더 해로워,1
오늘따라 코뚜기 바이럴이 많네.,0
진순으로 먹었으면 이미 뒤졌다 ㅇㅇ,0
아토피있고 허약체질이라 구내염도 ㅈㄴ걸리는데유선균 종합비타민 오메가3먹고구내염 1년에 한번날까말까에아토피도 엄청좋아졌음영양제 존나중요하다진짜 아토피있는 애들은 영양제 중요성 다 알거임...,1
"너가말한 프로바이오틱스나 오메가3나 종합비타민은 효과가 검증된거니까ㅇㅇ프로바이오틱스, 요플레, 야구르트 일종의 유산균은 장건강와 배변활동에 도움이 되는게 팩트고종합비타민도 현대인에게 부족한 비타민을 충족시킬 수 있게끔해줌. 물론 이건 제품마다 퀄리티가 달라서 조심해야함. 허위표기하는 양아치들도 많으니까오메가3도 혈액의 끈적임을 막아줘서 혈관이 막히는 걸 방지한다고 확실한 팩트가 있음.근데 항산화제는 여러 논란이있음.",0
30살?? ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
절대 운동도 하지말고 단백질 고기도 적게 먹고 수분도 적게먹고 나트륨이랑 가공탄수화물 위주로 꼭 평생 많이 먹어라 위에처럼 괜찮다니까 꼭,0
211.235 같은 사고회로가 이게 딱 조센징의 사고방식 사고회로인거지 ㅋㅋ극단적인 사고만 가능함 ㅋㅋㅋ,1
"너 논리면 영양제 먹고 고기안먹고, 운동안한다는 가정인 거임? 라면을 먹는 건 먹는건데 왜 운동까지 안한다는 전제를 두냐",0
그리고 라면 주식으로 먹는 건데 고기를 왜 안 먹는 다고 생각함? 주식의 의미가 뭔지앎? 그것만 먹는 다는 뜻이 아님 그리고 야채과일은 또 왜?,0
본문글 내용이 그렇잖아,0
니 댓글에서 최종학력이 보인다;,1
응 느금마~,1
라면에 야채 들어가자나진라면은 너무 안먹은지 오래고신라면은 버섯 당근 뻔히 보이는데,0
라면에 결국 다들어있다는거 아니냐,0
다있음 ㅇㅇ,0
진라면 때문이 아니고 걍 ㅈㄴ 잘먹네,1
라면만 먹으면 건강 나빠진다?-아님 그냥 소화기관 차이임 짜고 자극적이니깐 문제인 거지 라면에있는 영양소는 낫배드임 라면만 먹으면 살이 찐다?- 빠짐.. 오히려 빠짐 체지방은 다르겠지만 보통 라면+밥 둘다 먹으니깐 탄수화물 존나 먹으니 문제는 되겠지만한국 노년층들 자체가 일단 단백질 섭취 위주가 아님 탄수화물만 대부분 드시면서도..잘 사심 짜게 먹는 게 문제인 거지젊은 사람들은 굳이 고기 맨날 안 먹어도 잘 굴러감..,1
팩트: 실제로 대한민국 빈민 노년층분들 라면 주식으로 드시는 분들 꽤 많다. 지방 같은 곳 할아버지들 보면 하루에  끼 무조건 라면으로 떼우고 그외 끼니 그냥 밥에 나물 위주고 여기에 진짜 어쩌다 고기반찬(있으면) 이렇게 드시고도 잘 산다.. 즉 저분들한테는 라면이 주식임,0
주 3회 술마시고  2회 이상치킨 먹고 사는 게 더 해로움 하루 한끼정도는 라면으로 계속 먹어도 상관 없음...,0
다만 소화기관이 받쳐주냐가 문제임 짜니깐,0
베트남에게 질수없다 방구석에서 쉰김치 라면으로 연명한다 ㅋㅋㅋㅋ  수십년간 인당라면소비율 1-2위를 다투는 대한민국 ㅋㅋㅋㅋ,0
유전자가 좆사기임 이런거보면 ㅋㅋ피부 개씹창나야 정상인데 피부좋은거봐라,1
티비 광고 근들갑 너무 심함,0
ㄷㄷ  - dc App,0
"기름기적은 생선,고기 야채 , 프로바이오틱스, 종합비타민 이렇게만 맞고 나머지 루테인이니 스피롤리나니 다 말장난이다.",0
루테인은 진짜 별 필요가 없는것 같다. 눈이 찌르는것 같이 아프고 시력도 떨어져서 먹었는데 별 효과 못보고 그냥 당근하고 계란 꾸준히 먹으니 좋아짐,0
루테인은 황반변성을 막아주는 거라 50대 이전엔 먹을 필요가 없음,0
나머지 식단이 일반인 뺨 치잖아 병신아,1
라먄만 쳐먹는게 아니라 비빔밥도 쳐먹고 영양 골고루 챙기는데? 이병신 새끼는 민주당 지지자인가 mbc마냥 또 선동하네 ㅋㅋㅋㅋㅋ 그리고 애초에 사람마다 필요 비타민 양도 비타민 생산양도 다른데 일반화 씹조지고요 그냥 민주당 지지자 찢갈이 ㅁㅈㅎ,1
ㄹㅇ,0
주식뜻 모름?? 라면만먹고산다는건 이 게시글 작성자가 첨부한거고 등신새끼야 그런거하나 구분 분석도 못하는 빡대가리가 나대는건 일등이네 ㅂㅅ,1
ㅋㅋ 이병신은 내가 라면 얘기한 글쓴이 욕하는데 무산 개소리를 하고 있지? ㅋㅋㅋㅋ 아 글도 못읽는 ㅂㅅ이구나 ㅋㅋㅋ 너같은 ㅂㅅ 키운다고 시간낭비한 느개미 눈에 피눈물 나오게 하지말고 내년에는 수준 맞는 노가다라도 하러가서 자립하자 개백수 저능아 새끼야 ㅋㅋㅋ 아 노가다에서도 안받아주나 개백수 저능아라 ㅋㅋ,1
베트남과 인당 라면소비율 1-2위를 다투고 개처먹으면서 선진국이라 울부짖는 대한민국 ㅋㅋㅋㅋ,1
가슴이 웅장해진다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
라면만 먹는게 아닌데?,0
걍 종비랑 오메가3 유산균 비타민디 정도만 챙겨먹어라,0
라면만 먹는게 아니잖아 병신아 진짜 개거지새끼라서 라면 김치 밥만 먹는 흙수저 농락하노,1
여에스더 홍해걸 사기꾼들임 그냥 ㅋㅋ,1
피부만 봐도 라면 많이먹는구나 싶은데,0
라면 많이 먹으면 피부 씹창남 내가 그랬음. 끊으니까 없어짐,1
아니 ㅈㄴ 잘 먹고 다니는구만 ㅅㅂ ㅋㅋㅋ,1
비틱질애미 ㅋ,1
ㅈㄴ잘먹는데sbs애미없노ㅋㅋㅋ,1
제발 이런 한 두 사례로 주작 좀 하지 마라 저딴 개짓거리 막자고 실험이나 통계 같은 연구방법론이 발달한 건데 시발 아직도 이런 선동이 먹히는 게 기가 차다,1
라면도 안좋지먼 젊을 땐 아무 문제 없음해악은 술>>>>담배>>>산화기름>>>>밀가루,0
진순이였으면 영양실조왔음,0
이 새끼들 모아 가둬서 저인간처럼 이것저것 먹는게 아니라 순수 라면만 3년 먹이고 싶네 ㅋ,1
가장 충격적이었던게 미생물 학자가 유산균이 장에 어떻게 작용하는지 누구도 논문을 발표한적도 없고 아무도 알지못한다 였다,0
라면만쳐먹기는ㅋㅋㅋㅋ 하루한끼만라면처먹고 나머진 밸런스있게 다처먹고있으니까건강에이상없지   - dc App,1
라면만 먹은거 아니네 병신아  - dc App,1
겁나 잘 챙겨먹는데 ㄹㅇ..,0
국민들이 징징대니 이제 라면만 먹어도 충분하다고 가스라이팅하는거지,1
뭔노무 고양이 이름이 ‘라면은 여기 있습니다’ 노?,0
그래서 좆냥이 이름이 뭐냐고,1
"인스턴트 라면= 현대 영양학,식품생산 기술의 결정체. 전국의 박사들이 머리 꽁꽁 싸매며 어케하면 값 싸고 빠르게 영양소를 채울지 머리꽁꽁 싸매고 개발한거. 물론 돈벌라고",0
"사실 라면에 탄수화물,단백질,지방,비타민,섬유소,나트륨 고루고루 다 들어가 있고 부족한 단백질만 더 먹어서 채워주면 됨.",0
"하루3끼 다 라면먹고 이런게 아니고 한 끼는 라면 다른 두 끼는 뭐 고기,야채 이런거로 먹어주면 매일 라면 먹어도 매우 건강함",0
트랜스 지방 덩어리인데 뭐가 건강해 거북유방단 년아 ㅋㅋ,1
저정도면 근사한데,0
식단이 존나 멀쩡한데 뭔 라면만 처먹어 ㅋㅋ  - dc App,1
시력교정술 + 패션안경,0
병신인가 압축많이 되면 굵기만 줄어들지 굴절률은 그대로라 똑같이 휜다 병신아  - dc App,1
굴절률이 다르면 쓰는이유가뭐임? 말이되나? 지눈에 안맞는 굴절률을 쓴다는 소린데,0
굴절률이 달라지는게 아니라 면적당 굴절력이 달라지는거아님?,0
도수 많이 높으면 압축을 존나 많이 하고 깎고 깎아도 눈 좆만해지는건 막을 수 없다,1
압축해서 굴절율이 달라지면 압축을 하는 이유가 뭐임? 저능아야? 그냥 통유리 끼고 다니지?,1
그니까 이 씨발련아 압축이 같은 굴절률인데 두께 줄일라고 하는건데눈깔 작아보이는건 걍 도수때매 작아보이는건데무슨 애미쳐뒤진 소리를 꾸역꾸역 쳐하냐,1
너같은 저능아새끼나 진짜 말 그대로 압축하는줄 알아서 거기 꽂혀가지고 지랄하는거야,1
잘생긴 알파남들 패션안경 빼고 안경쓰는거 못봤다 위에 안경 멸치 돼지들이나 쓰고 다니지 - dc App,1
최대가 4번압축인가 그런데 시력 안좋으면 그거 해도 별 효과 없음 ㅋㅋ,0
이이잉 앗싸라말라이꿍~~~~~~~,0
고양이는 귀여운데???,0
막짤ㅋㅋㅋㅋㅋㅋ  - dc App,0
막짤 눈깔 뽑아버리고싶노,0
못생긴놈들은 안경으로라도 가려라 좀,0
잼대표니뮤ㅠㅠㅠ 큐ㅠㅠ,0
메롱,0
고마해라 자기들도 안경 벗으면 저렇게 잘생겨질줄 알거아니야,0
갑자기 잼지사님 되뿌노 ㅋㅋㅋㅋㅋㅋㅋ,1
야붕이들도 혹시?  - dc App,1
이이이이잉,0
팩트) 야붕이들 얼굴은 애초에 눈 커진다고 해결되는 얼굴이 아니다,1
남자 누구임? 앰비션 닮았네,0
나봉쓰가 왜나오노,0
맨위에 케인 아니노?,0
근데 니들은 전체적으로 이상하니 딱히 안경탓 할거 없음  - dc App,1
"열등한 안경충 장애인들 인간취급 안함. 시력은 환경 영향도 있긴하지만 유전이 가장 큼. 부모가 근시,원시,난시 있으면 자녀도 매우 높은 확률도 있음.",1
야붕이는 쓰는게 나아,0
좃경 껴도 이쁜 사람이 있긴함? 있다면 안경 벗으면 난리난다는 소린데,1
시력 심각하게 나쁘면 저런거 아님? 난 별차이 없던데,0
라섹해라..신세계다,0
막짤 ㅋㅋ,0
이잉 기모링~,0
라섹해라 절대 후회 안한다 ㄹㅇ 신세계다 난 더 일찍 안한걸 후회하는중,0
ㄴㄴ 후회함 그거 곧 실명됨,0
ㄹㅇ 나도 라섹 10년차인데 안구건조증 있어도 한 게 훨씬 나음. 편하기도 하고 외적으로도 자신감 상승 ㅈ됨,0
이재용도 안하고 시력이다 보니 눈 수술 무서워했음 워낙 얼마 안된 수술이고 부작용와서 시력 떨어지면 노답이고 각막을 조지는거라 추후에 신기술 나오면 못쓰잖아 스마일 보니깐 기술력 날이 갈수록 좋아지기도 하고 근데 한 사람들은 하나같이 빨리 안한걸 후회하더라 나도 내년에 할 예정임 신기하게 20대를 안경과 함께 했는데도 불편함,0
가뜩이나 눈작은새끼들은 ㄹㅇ 도수높은안경쓰지마라.. 그냥 인상자체가 맹해보이고 눈빛자체가 흐리멍텅해보임,1
그냥 눈이 원래 크면 해결되는 문제인데 뭐가 대수냐?,1
이잉 기모링,0
존나 멀리띄워놓고 씌워놓고 눈 작아짐 ㅇㅈㄹ ㅋㅋㅋㅋㅋㅋ 팩트는 도수 높아도 바로 앞에서 보면 별차이없음 - dc App,1
지랄하네,1
저도수 안경이라 멀리 띄워서 고도수 안경처럼 보이게 한 거잖아 빡통아,1
규현 쟤도 신동엽만큼 모여라눈코입이네,0
"대외 활동 -> 하드렌즈,선글라스혼자 활동 -> 안경일본젊은층은 안경 거의 안쓰고다니는데 중대한은 존나 뿔태안경 많이씀",1
14짤 누구임?,0
단또 커엽노,0
난 라섹하고 더 못생겨져서 안경씀,0
포애 병신새끼 이제 실베 갔던거 고대로 퍼오네 ㅉㅉ,1
애옹쓰,0
내가 못생긴이유가 안경때문이었나...그래도 피곤해지기는 싫으니까 계속 쓰고다녀야겠네,0
유재석 성시경 봐라 안경 벗는다고 답이 아니라니까 라섹 라식병원만 노나는거,0
나 시력 0.1 0.1 인데 안경 써도 눈 존나 크다는 서리 듣는데 안경 벗으면 왕눈이 되는거?,1
나봉쓰 ㅋㅋ .,0
안경은 딱 반뿔테나 패션안경만 써야됨 ㅋㅋㅋㅋ 이거 아니면 쓰지마라,0
못생긴 얼굴은 안경이라도 써라그래야 조금이라도 커버됨,1
ㅇㄱㄹㅇ 한남 대부분이 안경미남임,1
유재석이 대표적인 예,0
저건 시력 정도의 차이가 아니라 원시와 근시에 차이다. 원시는 볼록렌즈 쓰는거고 근시는 오목렌즈씀...,0
안경끼는건 그냥 얼굴에 콘돔끼는거랑 같음,1
아닌데? 안경쓰는사람 많던데? 그사람들 대부분 알없는 패션안경임,0
좆경,1
나봉은 써도 이쁘노,0
못생기면 쓴게 낫다 안경이 얼굴을 표준화 시키는데 존못은 좀 더 나아짐,1
저정도되려면 얼마나 나빠야해 나도 굉장히 나쁜 -4.5디옵인데 딱히 변화없는데,0
라식병원 바이럴,0
얼굴형도 예뻐야됨,0
안경 앵간하면 쓰지말거나 약한걸로써라 ㅇㅇ눈 존나 나빠진다,1
시력 -3.5인데 안경 벗으면 눈 커짐?,0
마지막에 왜 재매이햄이  - dc App,0
난 차이 모르겠더만 0.4 0.2?  정도 됨,0
압축을 많이 하는건 가벼워져서지,0
와씨발 사쿠라 닝겐 이니네,1
내 인생 최고의 선택 중 하나가 일본 교환학생 갈까 말까 하다 장학금 1년에 천만원 받고 다녀온 거랑 군대 갔다오자마자 부모님 말 듣고 라섹한 거. 부모님이 돈 내준다 해도 안 한다고 뻐팅기다 받은 건데 와 씨발 시술 5분만에 장님이 눈 뜬 기분. 존나 선명하게 다보임,1
